Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
69	9	Do5	C5	318	318	1	16	192	95	96	.	5.6875
70	9	Si4b1	B4b1	313	313	1	16	192	95	96	.	5.75
71	9	Si4b1	B4b1	313	313	1	4	769	95	96	.	6
72	53			0	0	0	0	0	0	0		6
73	9	Sol4	G4	296	296	1	8	385	95	96	SAZ	6.125
74	9	Si4b1	B4b1	313	313	1	16	192	95	96	.	6.1875
75	9	Si4b1	B4b1	313	313	1	8	385	95	96	.	6.3125
76	9	Si4b1	B4b1	313	313	1	16	192	95	96	.	6.375
77	9	Si4b1	B4b1	313	313	1	8	385	95	96	.	6.5
78	9	Sol4	G4	296	296	1	16	192	50	96	.	6.5625
79	9	Si4b1	B4b1	313	313	1	16	192	50	96	.	6.625
80	9	Sol4	G4	296	296	1	8	385	95	96	.	6.75
81	9	Si4b1	B4b1	313	313	1	4	769	95	96	.	7
82	53			0	0	0	0	0	0	0		7
83	23	Do5	C5	318	318	1	8	385	95	96	Of 	7.125
84	9	Re5	D5	327	327	7	8	2692	100	96	of 	8
85	9	Re5	D5	327	327	1	1	3077	95	96		9
86	53			0	0	0	0	0	0	0		9
87	9	Si4b1	B4b1	313	313	1	8	385	95	96	Sol	9.125
88	9	Do5	C5	318	318	1	8	385	95	96	gun 	9.25
89	9	Re5	D5	327	327	1	8	385	95	96	dur	9.375
90	9	Re5	D5	327	327	1	8	385	95	96	ma 	9.5
91	9	Re5	D5	327	327	1	16	192	99	96	is	9.5625
92	9	Do5	C5	318	318	1	16	192	95	96		9.625
93	9	Do5	C5	318	318	1	16	192	99	96	tek	9.6875
94	9	Si4b1	B4b1	313	313	1	16	192	95	96		9.75
95	9	Re5	D5	327	327	1	4	769	95	96	len 	10
96	53			0	0	0	0	0	0	0		10
97	9	Re5	D5	327	327	1	16	192	95	96	Se	10.0625
98	9	Mi5b3	E5b4	333	332	1	8	385	99	96	vin 	10.1875
99	9	Re5	D5	327	327	1	16	192	95	96		10.25
100	9	La5	A5	358	358	1	16	192	99	96	a	10.3125
101	9	Sol5	G5	349	349	1	16	192	95	96		10.375
102	9	Sol5	G5	349	349	1	16	192	99	96	çýl 	10.4375
103	9	Fa5#3	F5#4	343	344	1	16	192	95	96		10.5
104	9	Fa5#3	F5#4	343	344	1	16	192	99	96	çi	10.5625
105	9	Mi5b3	E5b4	333	332	1	16	192	95	96		10.625
106	9	Mi5b3	E5b4	333	332	1	16	192	99	96	çek	10.6875
107	9	Re5	D5	327	327	1	16	192	95	96		10.75
108	9	Re5	D5	327	327	1	16	192	99	96	len  	10.8125
109	9	Do5	C5	318	318	1	16	192	99	96		10.875
110	9	Si4b1	B4b1	313	313	1	16	192	99	96		10.9375
111	9	La4#1	A4	306	305	1	16	192	95	96		11
112	53			0	0	0	0	0	0	0		11
113	9	Si4b1	B4b1	313	313	1	8	385	95	96	Sol	11.125
114	9	Do5	C5	318	318	1	8	385	95	96	gun 	11.25
115	9	Re5	D5	327	327	1	8	385	95	96	dur	11.375
116	9	Re5	D5	327	327	1	8	385	95	96	ma 	11.5
117	9	Re5	D5	327	327	1	16	192	99	96	is	11.5625
118	9	Do5	C5	318	318	1	16	192	95	96		11.625
119	9	Do5	C5	318	318	1	16	192	99	96	tek	11.6875
120	9	Si4b1	B4b1	313	313	1	16	192	95	96		11.75
121	9	Re5	D5	327	327	1	4	769	95	96	len 	12
122	53			0	0	0	0	0	0	0		12
123	9	Re5	D5	327	327	1	16	192	95	96	Se	12.0625
124	9	Mi5b3	E5b4	333	332	1	8	385	99	96	vin 	12.1875
125	9	Re5	D5	327	327	1	16	192	95	96		12.25
126	9	La5	A5	358	358	1	16	192	99	96	a	12.3125
127	9	Sol5	G5	349	349	1	16	192	95	96		12.375
128	9	Sol5	G5	349	349	1	16	192	99	96	çýl 	12.4375
129	9	Fa5#3	F5#4	343	344	1	16	192	95	96		12.5
130	7	Fa5#3	F5#4	343	344	3	16	577	99	96	çi	12.6875
131	9	Mi5b3	E5b4	333	332	1	16	192	95	96		12.75
132	9	Fa5#3	F5#4	343	344	1	16	192	99	96	çek	12.8125
133	9	Mi5b3	E5b4	333	332	1	16	192	99	96		12.875
134	9	Mi5b3	E5b4	333	332	1	16	192	99	96		12.9375
135	9	Re5	D5	327	327	1	16	192	95	96		13
136	9	Re5	D5	327	327	1	8	385	95	96	len  	13.125
137	53			0	0	0	0	0	0	0		13.125
138	9	La4	A4	305	305	1	16	192	95	96	SAZ	13.1875
139	9	Si4b1	B4b1	313	313	1	16	192	95	96	.	13.25
140	9	Do5	C5	318	318	1	16	192	95	96	.	13.3125
141	9	Re5	D5	327	327	1	16	192	95	96	.	13.375
142	54			0	0	0	0	0	0	0	evic@fa5#4	13.375
143	9	Mi5	E5	336	336	1	16	192	95	96	.	13.4375
144	9	Fa5#3	F5#4	343	344	1	16	192	95	96	.	13.5
145	9	Sol5	G5	349	349	3	32	288	95	96	.	13.59375
146	9	Fa5#3	F5#4	343	344	1	32	96	95	96	.	13.625
147	9	Mi5#3	E5#4	339	340	1	16	192	95	96	.	13.6875
148	9	Sol5	G5	349	349	1	16	192	95	96	.	13.75
149	9	Fa5#3	F5#4	343	344	1	4	769	95	96	.	14
150	55			0	0	0	0	0	0	0		14
151	53			0	0	0	0	0	0	0		14
152	9	Fa5#3	F5#4	343	344	1	8	385	95	96	Gel 	14.125
153	9	Fa5#3	F5#4	343	344	1	8	385	95	96	sen 	14.25
154	9	Fa5#3	F5#4	343	344	1	16	192	95	96	de 	14.3125
155	9	Fa5#3	F5#4	343	344	3	16	577	95	96	bi	14.5
156	9	Fa5#3	F5#4	343	344	1	16	192	95	96	ze 	14.5625
157	9	Fa5#3	F5#4	343	344	3	16	577	95	96	ek	14.75
158	9	Fa5#3	F5#4	343	344	1	16	192	99	96	len 	14.8125
159	9	Sol5	G5	349	349	1	16	192	99	96		14.875
160	9	Mi5b3	E5b4	333	332	1	16	192	99	96		14.9375
161	9	Re5	D5	327	327	1	16	192	95	96		15
162	53			0	0	0	0	0	0	0		15
163	9			-1	-1	1	16	192	100	0		15.0625
164	9	Sol5	G5	349	349	1	8	385	95	96	gon	15.1875
165	9	Sol5	G5	349	349	1	16	192	95	96	ca	15.25
166	9	Sol5	G5	349	349	1	16	192	95	96	lar	15.3125
167	9	Fa5#3	F5#4	343	344	1	16	192	95	96	dan_	15.375
168	9	Sol5	G5	349	349	1	8	385	95	96	ör	15.5
169	9	Sol5	G5	349	349	1	16	192	99	96	nek	15.5625
170	9	Fa5#3	F5#4	343	344	1	16	192	99	96		15.625
171	9	Sol5	G5	349	349	1	16	192	99	96		15.6875
172	9	La5	A5	358	358	1	16	192	95	96		15.75
173	9	Sol5	G5	349	349	1	16	192	99	96	len 	15.8125
174	9	Fa5#3	F5#4	343	344	1	16	192	99	96		15.875
175	9	Mi5b3	E5b4	333	332	1	16	192	99	96		15.9375
176	9	Re5	D5	327	327	1	16	192	95	96		16
177	53			0	0	0	0	0	0	0		16
178	9	Re5	D5	327	327	1	16	192	95	96	Se	16.0625
179	9	Mi5b3	E5b4	333	332	1	8	385	99	96	vin 	16.1875
180	9	Re5	D5	327	327	1	16	192	95	96		16.25
181	9	La5	A5	358	358	1	16	192	99	96	a	16.3125
182	9	Sol5	G5	349	349	1	16	192	95	96		16.375
183	9	Fa5#3	F5#4	343	344	1	16	192	99	96	çýl 	16.4375
184	9	Mi5b3	E5b4	333	332	1	16	192	95	96		16.5
185	9	Re5	D5	327	327	3	16	577	99	96	çi	16.6875
186	9	Do5	C5	318	318	1	16	192	95	96		16.75
187	9	Re5	D5	327	327	1	16	192	99	96	çek	16.8125
188	9	Do5	C5	318	318	1	16	192	99	96		16.875
189	9	Do5	C5	318	318	1	16	192	99	96		16.9375
190	9	Si4b1	B4b1	313	313	1	16	192	95	96		17
191	9	Si4b1	B4b1	313	313	1	8	385	95	96	len 	17.125
192	53			0	0	0	0	0	0	0		17.125
193	7	Re5	D5	327	327	4	16	769	99	96	ah 	17.375
194	9	Do5	C5	318	318	1	16	192	99	96		17.4375
195	9	Si4b1	B4b1	313	313	1	16	192	99	96		17.5
196	9	Si4b1	B4b1	313	313	1	8	385	95	96		17.625
197	7	Mi5b3	E5b4	333	332	4	16	769	99	96	ah 	17.875
198	9	Re5	D5	327	327	1	16	192	99	96		17.9375
199	9	Do5	C5	318	318	1	16	192	95	96		18
200	9	Re5	D5	327	327	1	16	192	95	96	Se	18.0625
201	9	Mi5b3	E5b4	333	332	1	8	385	99	96	vin 	18.1875
202	9	Re5	D5	327	327	1	16	192	95	96		18.25
203	9	La5	A5	358	358	1	16	192	99	96	a	18.3125
204	9	Sol5	G5	349	349	1	16	192	95	96		18.375
205	9	Fa5#3	F5#4	343	344	1	16	192	99	96	çýl 	18.4375
206	9	Mi5b3	E5b4	333	332	1	16	192	95	96		18.5
207	9	Re5	D5	327	327	3	16	577	99	96	çi	18.6875
208	9	Do5	C5	318	318	1	16	192	95	96		18.75
209	9	Re5	D5	327	327	1	16	192	99	96	çek	18.8125
210	9	Do5	C5	318	318	1	16	192	99	96		18.875
211	9	Do5	C5	318	318	1	16	192	99	96		18.9375
212	9	Si4b1	B4b1	313	313	1	16	192	95	96		19
213	9	Si4b1	B4b1	313	313	3	8	1154	95	96	len  	19.375
214	53			0	0	0	0	0	0	0		19.375
215	9	Si4b1	B4b1	313	313	1	8	385	95	96	SAZ	19.5
216	9	Sol4	G4	296	296	1	16	192	50	96	.	19.5625
217	9	Si4b1	B4b1	313	313	1	16	192	50	96	.	19.625
218	9	Sol4	G4	296	296	1	8	385	95	96	.	19.75
219	9	Si4b1	B4b1	313	313	1	4	769	95	96	.	20
220	53			0	0	0	0	0	0	0		20
221	9	Sol4	G4	296	296	1	8	385	95	96	.	20.125
222	9	Si4b1	B4b1	313	313	1	16	192	95	96	.	20.1875
223	9	Si4b1	B4b1	313	313	1	8	385	95	96	.	20.3125
224	9	Si4b1	B4b1	313	313	1	16	192	95	96	.	20.375
225	9	Si4b1	B4b1	313	313	1	8	385	95	96	.	20.5
226	9	Sol4	G4	296	296	1	16	192	50	96	.	20.5625
227	9	Si4b1	B4b1	313	313	1	16	192	50	96	.	20.625
228	9	Sol4	G4	296	296	1	8	385	95	96	.	20.75
229	9	Si4b1	B4b1	313	313	1	4	769	95	96	.	21
230	53			0	0	0	0	0	0	0		21
231	9	Do5	C5	318	318	1	8	385	99	96	Hey 	21.125
232	8	Do5	C5	318	318	0	0	0	99	96		21.125
233	9	Re5	D5	327	327	7	8	2692	100	96		22
234	9	Re5	D5	327	327	1	1	3077	99	96		23
235	53			0	0	0	0	0	0	0		23
236	9	Re5	D5	327	327	3	32	288	99	96		23.09375
237	9	Do5	C5	318	318	1	32	96	99	96		23.125
238	9	Re5	D5	327	327	1	8	385	99	96		23.25
239	9	Re5	D5	327	327	3	32	288	99	96		23.34375
240	9	Do5	C5	318	318	1	32	96	99	96		23.375
241	9	Re5	D5	327	327	1	8	385	99	96		23.5
242	9	Re5	D5	327	327	3	32	288	99	96		23.59375
243	9	Do5	C5	318	318	1	32	96	99	96		23.625
244	9	Re5	D5	327	327	1	8	385	99	96		23.75
245	9	Re5	D5	327	327	3	32	288	99	96		23.84375
246	9	Do5	C5	318	318	1	32	96	99	96		23.875
247	9	Re5	D5	327	327	1	8	385	99	96		24
248	9	Re5	D5	327	327	3	32	288	99	96		24.09375
249	9	Do5	C5	318	318	1	32	96	99	96		24.125
250	9	Re5	D5	327	327	1	8	385	99	96		24.25
251	7	Re5	D5	327	327	8	16	1538	99	96		24.75
252	9	Re5	D5	327	327	1	4	769	95	96		25
253	53			0	0	0	0	0	0	0		25
254	9	Si4b1	B4b1	313	313	1	16	192	95	96	Bu	25.0625
255	9	Do5	C5	318	318	1	8	385	99	96	gün 	25.1875
256	9	Si4b1	B4b1	313	313	1	16	192	95	96		25.25
257	9	Re5	D5	327	327	1	16	192	95	96	de 	25.3125
258	9	Re5	D5	327	327	3	16	577	95	96	bir 	25.5
259	9	Re5	D5	327	327	1	16	192	99	96	ya	25.5625
260	9	Do5	C5	318	318	1	16	192	95	96		25.625
261	9	Do5	C5	318	318	1	16	192	99	96	rýn 	25.6875
262	9	Si4b1	B4b1	313	313	1	16	192	95	96		25.75
263	9	Re5	D5	327	327	1	4	769	95	96	da 	26
264	53			0	0	0	0	0	0	0		26
265	9	Re5	D5	327	327	1	16	192	95	96	Þu 	26.0625
266	9	Mi5b3	E5b4	333	332	1	8	385	99	96	e	26.1875
267	9	Re5	D5	327	327	1	16	192	95	96		26.25
268	9	La5	A5	358	358	1	16	192	99	96	lem 	26.3125
269	9	Sol5	G5	349	349	1	16	192	95	96		26.375
270	9	Sol5	G5	349	349	1	16	192	99	96	di	26.4375
271	9	Fa5#3	F5#4	343	344	1	16	192	95	96		26.5
272	9	Fa5#3	F5#4	343	344	1	16	192	99	96	yâ	26.5625
273	9	Mi5b3	E5b4	333	332	1	16	192	95	96		26.625
274	9	Mi5b3	E5b4	333	332	1	16	192	99	96	rýn	26.6875
275	9	Re5	D5	327	327	1	16	192	95	96		26.75
276	9	Re5	D5	327	327	1	16	192	99	96	da  	26.8125
277	9	Do5	C5	318	318	1	16	192	99	96		26.875
278	9	Si4b1	B4b1	313	313	1	16	192	99	96		26.9375
279	9	La4#1	A4	306	305	1	16	192	95	96		27
280	53			0	0	0	0	0	0	0		27
281	9	Si4b1	B4b1	313	313	1	16	192	95	96	Bu	27.0625
282	9	Do5	C5	318	318	1	8	385	99	96	gün 	27.1875
283	9	Si4b1	B4b1	313	313	1	16	192	95	96		27.25
284	9	Re5	D5	327	327	1	16	192	95	96	de 	27.3125
285	9	Re5	D5	327	327	3	16	577	95	96	bir 	27.5
286	9	Re5	D5	327	327	1	16	192	99	96	ya	27.5625
287	9	Do5	C5	318	318	1	16	192	95	96		27.625
288	9	Do5	C5	318	318	1	16	192	99	96	rýn 	27.6875
289	9	Si4b1	B4b1	313	313	1	16	192	95	96		27.75
290	9	Re5	D5	327	327	1	4	769	95	96	da 	28
291	53			0	0	0	0	0	0	0		28
292	9	Re5	D5	327	327	1	16	192	95	96	Þu 	28.0625
293	9	Mi5b3	E5b4	333	332	1	8	385	99	96	e	28.1875
294	9	Re5	D5	327	327	1	16	192	95	96		28.25
295	9	La5	A5	358	358	1	16	192	99	96	lem 	28.3125
296	9	Sol5	G5	349	349	1	16	192	95	96		28.375
297	9	Sol5	G5	349	349	1	16	192	99	96	di	28.4375
298	9	Fa5#3	F5#4	343	344	1	16	192	95	96		28.5
299	7	Fa5#3	F5#4	343	344	3	16	577	99	96	yâ	28.6875
300	9	Mi5b3	E5b4	333	332	1	16	192	95	96		28.75
301	9	Fa5#3	F5#4	343	344	1	16	192	99	96	rýn	28.8125
302	9	Mi5b3	E5b4	333	332	1	16	192	99	96		28.875
303	9	Mi5b3	E5b4	333	332	1	16	192	99	96		28.9375
304	9	Re5	D5	327	327	1	16	192	95	96		29
305	9	Re5	D5	327	327	1	8	385	95	96	da  	29.125
306	53			0	0	0	0	0	0	0		29.125
307	9	La4	A4	305	305	1	16	192	95	96	SAZ	29.1875
308	9	Si4b1	B4b1	313	313	1	16	192	95	96	.	29.25
309	9	Do5	C5	318	318	1	16	192	95	96	.	29.3125
310	9	Re5	D5	327	327	1	16	192	95	96	.	29.375
311	9	Mi5	E5	336	336	1	16	192	95	96	.	29.4375
312	9	Fa5#3	F5#4	343	344	1	16	192	95	96	.	29.5
313	54			0	0	0	0	0	0	0	evic@fa5#4	29.5
314	9	Sol5	G5	349	349	3	32	288	95	96	.	29.59375
315	9	Fa5#3	F5#4	343	344	1	32	96	95	96	.	29.625
316	9	Mi5#3	E5#4	339	340	1	16	192	95	96	.	29.6875
317	9	Sol5	G5	349	349	1	16	192	95	96	.	29.75
318	9	Fa5#3	F5#4	343	344	1	4	769	95	96	.	30
319	55			0	0	0	0	0	0	0		30
320	53			0	0	0	0	0	0	0		30
321	9	Fa5#3	F5#4	343	344	3	16	577	95	96	Öm	30.1875
322	9	Fa5#3	F5#4	343	344	1	16	192	95	96	rü	30.25
323	9	Fa5#3	F5#4	343	344	1	8	385	95	96	mün 	30.375
324	9	Fa5#3	F5#4	343	344	1	8	385	95	96	ba	30.5
325	9	Fa5#3	F5#4	343	344	1	8	385	95	96	ha	30.625
326	9	Fa5#3	F5#4	343	344	1	8	385	95	96	rýn	30.75
327	9	Fa5#3	F5#4	343	344	1	16	192	99	96	da 	30.8125
328	9	Sol5	G5	349	349	1	16	192	99	96		30.875
329	9	Mi5b3	E5b4	333	332	1	16	192	99	96		30.9375
330	9	Re5	D5	327	327	1	16	192	95	96		31
331	53			0	0	0	0	0	0	0		31
332	9			-1	-1	1	16	192	100	0		31.0625
333	9	Sol5	G5	349	349	1	8	385	95	96	Gon	31.1875
334	9	Sol5	G5	349	349	1	16	192	95	96	ca	31.25
335	9	Sol5	G5	349	349	1	16	192	95	96	lar	31.3125
336	9	Fa5#3	F5#4	343	344	1	16	192	95	96	dan_	31.375
337	9	Sol5	G5	349	349	1	8	385	95	96	ör	31.5
338	9	Sol5	G5	349	349	1	16	192	99	96	nek	31.5625
339	9	Fa5#3	F5#4	343	344	1	16	192	99	96		31.625
340	9	Sol5	G5	349	349	1	16	192	99	96		31.6875
341	9	La5	A5	358	358	1	16	192	95	96		31.75
342	9	Sol5	G5	349	349	1	16	192	99	96	len 	31.8125
343	9	Fa5#3	F5#4	343	344	1	16	192	99	96		31.875
344	9	Mi5b3	E5b4	333	332	1	16	192	99	96		31.9375
345	9	Re5	D5	327	327	1	16	192	95	96		32
346	53			0	0	0	0	0	0	0		32
347	9	Re5	D5	327	327	1	16	192	95	96	Se	32.0625
348	9	Mi5b3	E5b4	333	332	1	8	385	99	96	vin 	32.1875
349	9	Re5	D5	327	327	1	16	192	95	96		32.25
350	9	La5	A5	358	358	1	16	192	99	96	a	32.3125
351	9	Sol5	G5	349	349	1	16	192	95	96		32.375
352	9	Fa5#3	F5#4	343	344	1	16	192	99	96	çýl 	32.4375
353	9	Mi5b3	E5b4	333	332	1	16	192	95	96		32.5
354	9	Re5	D5	327	327	3	16	577	99	96	çi	32.6875
355	9	Do5	C5	318	318	1	16	192	95	96		32.75
356	9	Re5	D5	327	327	1	16	192	99	96	çek	32.8125
357	9	Do5	C5	318	318	1	16	192	99	96		32.875
358	9	Do5	C5	318	318	1	16	192	99	96		32.9375
359	9	Si4b1	B4b1	313	313	1	16	192	95	96		33
360	9	Si4b1	B4b1	313	313	1	8	385	95	96	len 	33.125
361	53			0	0	0	0	0	0	0		33.125
362	7	Re5	D5	327	327	4	16	769	99	96	ah 	33.375
363	9	Do5	C5	318	318	1	16	192	99	96		33.4375
364	9	Si4b1	B4b1	313	313	1	16	192	99	96		33.5
365	9	Si4b1	B4b1	313	313	1	8	385	95	96		33.625
366	7	Mi5b3	E5b4	333	332	4	16	769	99	96	ah 	33.875
367	9	Re5	D5	327	327	1	16	192	99	96		33.9375
368	9	Do5	C5	318	318	1	16	192	95	96		34
369	53			0	0	0	0	0	0	0		34
370	9	Re5	D5	327	327	1	16	192	95	96	Se	34.0625
371	9	Mi5b3	E5b4	333	332	1	8	385	99	96	vin 	34.1875
372	9	Re5	D5	327	327	1	16	192	95	96		34.25
373	9	La5	A5	358	358	1	16	192	99	96	a	34.3125
374	9	Sol5	G5	349	349	1	16	192	95	96		34.375
375	9	Fa5#3	F5#4	343	344	1	16	192	99	96	çýl 	34.4375
376	9	Mi5b3	E5b4	333	332	1	16	192	95	96		34.5
377	9	Re5	D5	327	327	3	16	577	99	96	çi	34.6875
378	9	Do5	C5	318	318	1	16	192	95	96		34.75
379	9	Re5	D5	327	327	1	16	192	99	96	çek	34.8125
380	9	Do5	C5	318	318	1	16	192	99	96		34.875
381	9	Do5	C5	318	318	1	16	192	99	96		34.9375
382	9	Si4b1	B4b1	313	313	1	16	192	95	96		35
383	9	Si4b1	B4b1	313	313	3	8	1154	95	96	len 	35.375
384	53			0	0	0	0	0	0	0		35.375
385	9	Fa5#3	F5#4	343	344	1	16	192	95	96	SAZ	35.4375
386	9	Mi5b3	E5b4	333	332	1	16	192	95	96	.	35.5
387	9	Re5	D5	327	327	1	16	192	95	96	.	35.5625
388	9	Do5	C5	318	318	1	16	192	95	96	.	35.625
389	9	Si4b1	B4b1	313	313	1	16	192	95	96	.	35.6875
390	9	La4#4	A4#4	309	309	1	16	192	95	96	.	35.75
391	9	Si4b1	B4b1	313	313	1	4	769	95	96	.	36
392	53			0	0	0	0	0	0	0		36
393	9			-1	-1	1	8	385	100	0		36.125
394	9	Fa5#3	F5#4	343	344	1	16	192	95	96	SAZ	36.1875
395	9	Sol5	G5	349	349	1	16	192	95	96	.	36.25
396	9	La5	A5	358	358	1	8	385	95	96	.	36.375
397	9	Sol5	G5	349	349	1	16	192	95	96	.	36.4375
398	9	Fa5#3	F5#4	343	344	1	16	192	95	96	.	36.5
399	9			-1	-1	1	8	385	100	0	.	36.625
400	9	Mi5b3	E5b4	333	332	1	16	192	95	96	.	36.6875
401	9	Fa5#3	F5#4	343	344	1	16	192	95	96	.	36.75
402	9	Sol5	G5	349	349	1	8	385	95	96	.	36.875
403	9	Fa5#3	F5#4	343	344	1	16	192	95	96	.	36.9375
404	9	Mi5b3	E5b4	333	332	1	16	192	95	96	.	37
405	53			0	0	0	0	0	0	0		37
406	9	Re5	D5	327	327	1	16	192	95	96	SAZ	37.0625
407	9	Do5	C5	318	318	1	16	192	95	96	.	37.125
408	9	Re5	D5	327	327	1	16	192	95	96	.	37.1875
409	9	Mi5b3	E5b4	333	332	1	16	192	95	96	.	37.25
410	9	Fa5#3	F5#4	343	344	1	16	192	95	96	.	37.3125
411	9	Sol5	G5	349	349	1	16	192	95	96	.	37.375
412	9	Fa5#3	F5#4	343	344	1	16	192	95	96	.	37.4375
413	9	Mi5b3	E5b4	333	332	1	16	192	95	96	.	37.5
414	9	Re5	D5	327	327	1	16	192	95	96	.	37.5625
415	9	Do5	C5	318	318	1	16	192	95	96	.	37.625
416	9	Si4b1	B4b1	313	313	1	16	192	95	96	.	37.6875
417	9	Do5	C5	318	318	1	16	192	95	96	.	37.75
418	9	Re5	D5	327	327	1	4	769	95	96	.	38
419	53			0	0	0	0	0	0	0		38
420	9			-1	-1	1	8	385	100	0		38.125
421	9	Fa5#3	F5#4	343	344	1	16	192	95	96	SAZ	38.1875
422	9	Sol5	G5	349	349	1	16	192	95	96	.	38.25
423	9	La5	A5	358	358	1	8	385	95	96	.	38.375
424	9	Sol5	G5	349	349	1	16	192	95	96	.	38.4375
425	9	Fa5#3	F5#4	343	344	1	16	192	95	96	.	38.5
426	9			-1	-1	1	8	385	100	0	.	38.625
427	9	Mi5b3	E5b4	333	332	1	16	192	95	96	.	38.6875
428	9	Fa5#3	F5#4	343	344	1	16	192	95	96	.	38.75
429	9	Sol5	G5	349	349	1	8	385	95	96	.	38.875
430	9	Fa5#3	F5#4	343	344	1	16	192	95	96	.	38.9375
431	9	Mi5b3	E5b4	333	332	1	16	192	95	96	.	39
432	53			0	0	0	0	0	0	0		39
