Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	Bas	Soz1	Offset
118	9	Fa5	F5	340	340	1	8	417	95	96	ne 	13.125
119	9	Fa5	F5	340	340	1	16	208	99	96	der	13.1875
120	9	Mi5b5	E5b5	331	331	1	16	208	99	96		13.25
121	9	Mi5b5	E5b5	331	331	1	8	417	99	96		13.375
122	9	Mi5b5	E5b5	331	331	1	16	208	99	96		13.4375
123	9	Re5	D5	327	327	1	16	208	95	96		13.5
124	9	Re5	D5	327	327	1	2	1667	95	96	sin  	14
125	53			0	0	0	0	0	0	0		14
126	9			-1	-1	1	8	417	100	0		14.125
127	9	Sol5	G5	349	349	1	4	833	95	96	SAZ	14.375
128	9	Sol5	G5	349	349	1	16	208	95	96	.	14.4375
129	9	Fa5	F5	340	340	1	16	208	95	96	.	14.5
130	9	Fa5	F5	340	340	1	8	417	95	96	.	14.625
131	9	Fa5	F5	340	340	1	16	208	95	96	.	14.6875
132	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	14.75
133	9	Mi5b5	E5b5	331	331	1	8	417	95	96	.	14.875
134	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	14.9375
135	9	Re5	D5	327	327	1	16	208	95	96	.	15
136	9	Re5	D5	327	327	1	8	417	95	96	.	15.125
137	9	Re5	D5	327	327	1	16	208	95	96	.	15.1875
138	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	15.25
139	9	Re5	D5	327	327	1	16	208	95	96	.	15.3125
140	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	15.375
141	9	Re5	D5	327	327	1	16	208	95	96	.	15.4375
142	9	Do5	C5	318	318	1	16	208	95	96	.	15.5
143	9	Re5	D5	327	327	1	16	208	95	96	.	15.5625
144	9	Do5	C5	318	318	1	16	208	95	96	.	15.625
145	9	Si4b5	B4b5	309	309	1	16	208	95	96	.	15.6875
146	9	Do5	C5	318	318	1	16	208	95	96	.	15.75
147	9	Re5	D5	327	327	1	4	833	95	96	.	16
148	9			-1	-1	1	8	417	100	0		16.125
149	9	Re5	D5	327	327	1	4	833	95	96	Vus	16.375
150	9	Mi5b2	E5b1	334	335	1	8	417	95	96	la	16.5
151	8	Sol5	G5	349	349	0	0	0	95	96		16.5
152	9	Fa5	F5	340	340	1	4	833	95	96	týn 	16.75
153	8	La5	A5	358	358	0	0	0	95	96		16.75
154	9	Sol5	G5	349	349	1	4	833	99	96	baþ	17
155	9	Sol5	G5	349	349	1	8	417	95	96		17.125
156	9	La5	A5	358	358	1	8	417	99	96	ka 	17.25
157	9	Fa5	F5	340	340	1	8	417	99	96		17.375
158	9	Sol5	G5	349	349	1	8	417	95	96		17.5
159	9	Fa5	F5	340	340	1	16	208	99	96	â	17.5625
160	9	Mi5b5	E5b5	331	331	1	16	208	99	96		17.625
161	9	Mi5b5	E5b5	331	331	1	16	208	99	96		17.6875
162	9	Re5	D5	327	327	1	16	208	95	96		17.75
163	9	Re5	D5	327	327	1	4	833	95	96	lem 	18
164	53			0	0	0	0	0	0	0		18
165	9			-1	-1	1	8	417	100	0		18.125
166	9	Fa5	F5	340	340	1	4	833	95	96	sen 	18.375
167	9	Fa5	F5	340	340	1	8	417	95	96	bir 	18.5
168	9	Fa5	F5	340	340	1	16	208	99	96	öm	18.5625
169	9	Sol5	G5	349	349	1	16	208	99	96		18.625
170	9	Mi5b5	E5b5	331	331	1	8	417	95	96		18.75
171	9	Re5	D5	327	327	1	16	208	99	96	re 	18.8125
172	9	Mi5b5	E5b5	331	331	1	16	208	99	96		18.875
173	9	Do5	C5	318	318	1	8	417	95	96		19
174	9	Do5	C5	318	318	1	8	417	95	96	be	19.125
175	9	Re5	D5	327	327	1	16	208	99	96	del	19.1875
176	9	Do5	C5	318	318	1	16	208	99	96		19.25
177	9	Si4b5	B4b5	309	309	1	8	417	99	96		19.375
178	9	Si4b5	B4b5	309	309	1	16	208	99	96		19.4375
179	9	La4	A4	305	305	1	16	208	95	96		19.5
180	9	Si4b5	B4b5	309	309	1	8	417	99	96	sin  	19.625
181	8	Do5	C5	318	318	0	0	0	99	96		19.625
182	9	Si4b5	B4b5	309	309	1	16	208	99	96		19.6875
183	9	Do5	C5	318	318	1	16	208	99	96		19.75
184	9	Re5	D5	327	327	1	16	208	99	96		19.8125
185	9	Do5	C5	318	318	1	16	208	99	96		19.875
186	9	Re5	D5	327	327	1	8	417	95	96		20
187	53			0	0	0	0	0	0	0		20
188	9			-1	-1	1	8	417	100	0		20.125
189	9	La4	A4	305	305	1	4	833	95	96	sen 	20.375
190	9	Si4b5	B4b5	309	309	1	8	417	95	96	bir 	20.5
191	9	Do5	C5	318	318	1	8	417	99	96	öm	20.625
192	8	Re5	D5	327	327	0	0	0	99	96		20.625
193	9	Do5	C5	318	318	1	16	208	99	96		20.6875
194	9	Re5	D5	327	327	1	16	208	95	96		20.75
195	9	Re5	D5	327	327	1	4	833	95	96	re 	21
196	9	La4	A4	305	305	1	8	417	95	96	be	21.125
197	9	Si4b5	B4b5	309	309	1	16	208	99	96	del	21.1875
198	9	La4	A4	305	305	1	16	208	99	96		21.25
199	9	Sol4	G4	296	296	1	8	417	99	96		21.375
200	8	La4	A4	305	305	0	0	0	99	96		21.375
201	9	Sol4	G4	296	296	1	16	208	99	96		21.4375
202	9	Fa4#4	F4#4	291	291	1	16	208	95	96		21.5
203	9	Sol4	G4	296	296	1	2	1667	95	96	sin  	22
204	53			0	0	0	0	0	0	0		22
205	9			-1	-1	1	8	417	100	0		22.125
206	9	Sol5	G5	349	349	1	4	833	95	96	SAZ	22.375
207	9	Sol5	G5	349	349	1	16	208	95	96	.	22.4375
208	9	Fa5	F5	340	340	1	16	208	95	96	.	22.5
209	9	Fa5	F5	340	340	1	8	417	95	96	.	22.625
210	9	Fa5	F5	340	340	1	16	208	95	96	.	22.6875
211	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	22.75
212	9	Mi5b5	E5b5	331	331	1	8	417	95	96	.	22.875
213	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	22.9375
214	9	Re5	D5	327	327	1	16	208	95	96	.	23
215	9	Re5	D5	327	327	1	8	417	95	96	.	23.125
216	9	Re5	D5	327	327	1	16	208	95	96	.	23.1875
217	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	23.25
218	9	Re5	D5	327	327	1	16	208	95	96	.	23.3125
219	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	23.375
220	9	Re5	D5	327	327	1	16	208	95	96	.	23.4375
221	9	Do5	C5	318	318	1	16	208	95	96	.	23.5
222	9	Re5	D5	327	327	1	16	208	95	96	.	23.5625
223	9	Do5	C5	318	318	1	16	208	95	96	.	23.625
224	9	Si4b5	B4b5	309	309	1	16	208	95	96	.	23.6875
225	9	Do5	C5	318	318	1	16	208	95	96	.	23.75
226	9	Re5	D5	327	327	1	4	833	95	96	.	24
227	53			0	0	0	0	0	0	0		24
228	9			-1	-1	1	8	417	100	0		24.125
229	9	Re5	D5	327	327	1	4	833	95	96	Vus	24.375
230	9	Mi5b2	E5b1	334	335	1	8	417	95	96	la	24.5
231	8	Sol5	G5	349	349	0	0	0	95	96		24.5
232	9	Fa5	F5	340	340	1	4	833	95	96	týn 	24.75
233	8	La5	A5	358	358	0	0	0	95	96		24.75
234	9	Sol5	G5	349	349	1	4	833	99	96	baþ	25
235	9	Sol5	G5	349	349	1	8	417	95	96		25.125
236	9	La5	A5	358	358	1	8	417	99	96	ka 	25.25
237	9	Fa5	F5	340	340	1	8	417	99	96		25.375
238	9	Sol5	G5	349	349	1	8	417	95	96		25.5
239	9	Fa5	F5	340	340	1	16	208	99	96	â	25.5625
240	9	Mi5b5	E5b5	331	331	1	16	208	99	96		25.625
241	9	Mi5b5	E5b5	331	331	1	16	208	99	96		25.6875
242	9	Re5	D5	327	327	1	16	208	95	96		25.75
243	9	Re5	D5	327	327	1	4	833	95	96	lem 	26
244	53			0	0	0	0	0	0	0		26
245	9			-1	-1	1	8	417	100	0		26.125
246	9	Fa5	F5	340	340	1	4	833	95	96	sen 	26.375
247	9	Fa5	F5	340	340	1	8	417	95	96	bir 	26.5
248	9	Fa5	F5	340	340	1	16	208	99	96	öm	26.5625
249	9	Sol5	G5	349	349	1	16	208	99	96		26.625
250	9	Mi5b5	E5b5	331	331	1	8	417	95	96		26.75
251	9	Re5	D5	327	327	1	16	208	99	96	re 	26.8125
252	9	Mi5b5	E5b5	331	331	1	16	208	99	96		26.875
253	9	Do5	C5	318	318	1	8	417	95	96		27
254	9	Do5	C5	318	318	1	8	417	95	96	be	27.125
255	9	Re5	D5	327	327	1	16	208	99	96	del	27.1875
256	9	Do5	C5	318	318	1	16	208	99	96		27.25
257	9	Si4b5	B4b5	309	309	1	8	417	99	96		27.375
258	9	Si4b5	B4b5	309	309	1	16	208	99	96		27.4375
259	9	La4	A4	305	305	1	16	208	95	96		27.5
260	9	Si4b5	B4b5	309	309	1	8	417	99	96	sin  	27.625
261	8	Do5	C5	318	318	0	0	0	99	96		27.625
262	9	Si4b5	B4b5	309	309	1	16	208	99	96		27.6875
263	9	Do5	C5	318	318	1	16	208	99	96		27.75
264	9	Re5	D5	327	327	1	16	208	99	96		27.8125
265	9	Do5	C5	318	318	1	16	208	99	96		27.875
266	9	Re5	D5	327	327	1	8	417	95	96		28
267	53			0	0	0	0	0	0	0		28
268	9			-1	-1	1	8	417	100	0		28.125
269	9	La4	A4	305	305	1	4	833	95	96	sen 	28.375
270	9	Si4b5	B4b5	309	309	1	8	417	95	96	bir 	28.5
271	9	Do5	C5	318	318	1	8	417	99	96	öm	28.625
272	8	Re5	D5	327	327	0	0	0	99	96		28.625
273	9	Do5	C5	318	318	1	16	208	99	96		28.6875
274	9	Re5	D5	327	327	1	16	208	95	96		28.75
275	9	Re5	D5	327	327	1	4	833	95	96	re 	29
276	9	La4	A4	305	305	1	8	417	95	96	be	29.125
277	9	Si4b5	B4b5	309	309	1	16	208	99	96	del	29.1875
278	9	La4	A4	305	305	1	16	208	99	96		29.25
279	9	Sol4	G4	296	296	1	8	417	99	96		29.375
280	8	La4	A4	305	305	0	0	0	99	96		29.375
281	9	Sol4	G4	296	296	1	16	208	99	96		29.4375
282	9	Fa4#4	F4#4	291	291	1	16	208	95	96		29.5
283	9	Sol4	G4	296	296	1	2	1667	95	96	sin  	30
284	53			0	0	0	0	0	0	0		30
285	9			-1	-1	1	8	417	100	0		30.125
286	9	La5	A5	358	358	1	4	833	95	96	.	30.375
287	9	La5	A5	358	358	1	16	208	95	96	.	30.4375
288	9	Sol5	G5	349	349	1	16	208	95	96	.	30.5
289	9	Sol5	G5	349	349	1	8	417	95	96	.	30.625
290	9	Fa5	F5	340	340	1	16	208	95	96	.	30.6875
291	9	Sol5	G5	349	349	1	16	208	95	96	.	30.75
292	9	La5	A5	358	358	1	8	417	95	96	.	30.875
293	8	Si5b5	B5b5	362	362	0	0	0	95	96	.	30.875
294	9	La5	A5	358	358	1	16	208	95	96	.	30.9375
295	9	Sol5	G5	349	349	1	16	208	95	96	.	31
296	9	La5	A5	358	358	1	16	208	95	96	.	31.0625
297	9	Sol5	G5	349	349	1	16	208	95	96	.	31.125
298	9	Sol5	G5	349	349	3	8	1250	95	96	.	31.5
299	9	Fa5	F5	340	340	1	16	208	95	96	.	31.5625
300	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	31.625
301	9	Re5	D5	327	327	1	16	208	95	96	.	31.6875
302	9	Do5	C5	318	318	1	16	208	95	96	.	31.75
303	9	Sol5	G5	349	349	1	4	833	95	96	.	32
304	53			0	0	0	0	0	0	0		32
305	9	La5	A5	358	358	1	8	417	95	96	Sü	32.125
306	9	La5	A5	358	358	1	8	417	99	96	kût_	32.25
307	8	Si5b5	B5b5	362	362	0	0	0	99	96		32.25
308	9	La5	A5	358	358	1	8	417	99	96		32.375
309	9	Do6	C6	371	371	1	8	417	95	96		32.5
310	9	Do6	C6	371	371	1	16	208	99	96	et	32.5625
311	9	La5	A5	358	358	1	16	208	99	96		32.625
312	9	La5	A5	358	358	1	8	417	95	96		32.75
313	9	La5	A5	358	358	1	16	208	99	96	me 	32.8125
314	9	Sol5	G5	349	349	1	16	208	99	96		32.875
315	9	Sol5	G5	349	349	1	16	208	99	96		32.9375
316	9	Fa5	F5	340	340	1	16	208	99	96		33
317	9	Sol5	G5	349	349	1	8	417	95	96		33.125
318	9	Sol5	G5	349	349	1	16	208	99	96	naz	33.1875
319	9	Fa5	F5	340	340	1	16	208	99	96		33.25
320	9	Mi5b2	E5b1	334	335	1	8	417	99	96		33.375
321	9	Fa5	F5	340	340	1	16	208	99	96		33.4375
322	9	Sol5	G5	349	349	1	16	208	95	96		33.5
323	9	Fa5	F5	340	340	1	16	208	99	96	lý 	33.5625
324	9	Mi5b5	E5b5	331	331	1	16	208	99	96		33.625
325	9	Mi5b5	E5b5	331	331	1	16	208	99	96		33.6875
326	9	Re5	D5	327	327	1	16	208	95	96		33.75
327	9	Re5	D5	327	327	1	4	833	95	96	yâr 	34
328	53			0	0	0	0	0	0	0		34
329	9	Do5	C5	318	318	1	8	417	95	96	be	34.125
330	9	Re5	D5	327	327	3	8	1250	95	96	ni 	34.5
331	9	Re5	D5	327	327	1	16	208	99	96	mec	34.5625
332	9	Mi5b5	E5b5	331	331	1	16	208	99	96		34.625
333	9	Do5	C5	318	318	1	8	417	95	96		34.75
334	8	La5	A5	358	358	0	0	0	95	96		34.75
335	9	Sol5	G5	349	349	1	4	833	95	96	nun_	35
336	9	Sol5	G5	349	349	1	8	417	95	96	e	35.125
337	9	Sol5	G5	349	349	1	16	208	99	96	der	35.1875
338	9	Fa5	F5	340	340	1	16	208	99	96		35.25
339	9	Mi5b5	E5b5	331	331	1	8	417	99	96		35.375
340	9	Fa5	F5	340	340	1	16	208	99	96		35.4375
341	9	Sol5	G5	349	349	1	16	208	95	96		35.5
342	9	Fa5	F5	340	340	1	16	208	99	96	sin  	35.5625
343	9	Mi5b5	E5b5	331	331	1	16	208	99	96		35.625
344	9	Mi5b5	E5b5	331	331	1	16	208	99	96		35.6875
345	9	Re5	D5	327	327	1	16	208	99	96		35.75
346	8	Fa5	F5	340	340	0	0	0	99	96		35.75
347	9	Mi5b5	E5b5	331	331	1	4	833	95	96		36
348	53			0	0	0	0	0	0	0		36
349	9	Do5	C5	318	318	1	8	417	95	96	be	36.125
350	9	Re5	D5	327	327	3	8	1250	95	96	ni 	36.5
351	9	Do5	C5	318	318	1	16	208	99	96	mec	36.5625
352	9	Si4b5	B4b5	309	309	1	16	208	99	96		36.625
353	9	La4	A4	305	305	1	16	208	99	96		36.6875
354	9	Sol4	G4	296	296	1	16	208	95	96		36.75
355	9	Fa5	F5	340	340	1	8	417	99	96	nun_	36.875
356	9	Mi5b5	E5b5	331	331	1	16	208	99	96		36.9375
357	9	Re5	D5	327	327	1	16	208	95	96		37
358	9	Sol5	G5	349	349	1	8	417	95	96	e	37.125
359	9	Sol5	G5	349	349	1	16	208	99	96	der	37.1875
360	9	Fa5	F5	340	340	1	16	208	99	96		37.25
361	9	Mi5b5	E5b5	331	331	1	8	417	99	96		37.375
362	9	Mi5b5	E5b5	331	331	1	16	208	99	96		37.4375
363	9	Re5	D5	327	327	1	16	208	95	96		37.5
364	9	Re5	D5	327	327	1	2	1667	95	96	sin  	38
365	53			0	0	0	0	0	0	0		38
366	9			-1	-1	1	8	417	100	0		38.125
367	9	La5	A5	358	358	1	4	833	95	96	SAZ	38.375
368	9	La5	A5	358	358	1	16	208	95	96	.	38.4375
369	9	Sol5	G5	349	349	1	16	208	95	96	.	38.5
370	9	Sol5	G5	349	349	1	8	417	95	96	.	38.625
371	9	Fa5	F5	340	340	1	16	208	95	96	.	38.6875
372	9	Sol5	G5	349	349	1	16	208	95	96	.	38.75
373	9	La5	A5	358	358	1	8	417	95	96	.	38.875
374	8	Si5b5	B5b5	362	362	0	0	0	95	96	.	38.875
375	9	La5	A5	358	358	1	16	208	95	96	.	38.9375
376	9	Sol5	G5	349	349	1	16	208	95	96	.	39
377	9	La5	A5	358	358	1	16	208	95	96	.	39.0625
378	9	Sol5	G5	349	349	1	16	208	95	96	.	39.125
379	9	Sol5	G5	349	349	3	8	1250	95	96	.	39.5
380	9	Fa5	F5	340	340	1	16	208	95	96	.	39.5625
381	9	Mi5b5	E5b5	331	331	1	16	208	95	96	.	39.625
382	9	Re5	D5	327	327	1	16	208	95	96	.	39.6875
383	9	Do5	C5	318	318	1	16	208	95	96	.	39.75
384	9	Sol5	G5	349	349	1	4	833	95	96	.	40
385	53			0	0	0	0	0	0	0		40
386	9	La5	A5	358	358	1	8	417	95	96	Sü	40.125
387	9	La5	A5	358	358	1	8	417	99	96	kût_	40.25
388	8	Si5b5	B5b5	362	362	0	0	0	99	96		40.25
389	9	La5	A5	358	358	1	8	417	99	96		40.375
390	9	Do6	C6	371	371	1	8	417	95	96		40.5
391	9	Do6	C6	371	371	1	16	208	99	96	et	40.5625
392	9	La5	A5	358	358	1	16	208	99	96		40.625
393	9	La5	A5	358	358	1	8	417	95	96		40.75
394	9	La5	A5	358	358	1	16	208	99	96	me 	40.8125
395	9	Sol5	G5	349	349	1	16	208	99	96		40.875
396	9	Sol5	G5	349	349	1	16	208	99	96		40.9375
397	9	Fa5	F5	340	340	1	16	208	99	96		41
398	9	Sol5	G5	349	349	1	8	417	95	96		41.125
399	9	Sol5	G5	349	349	1	16	208	99	96	naz	41.1875
400	9	Fa5	F5	340	340	1	16	208	99	96		41.25
401	9	Mi5b2	E5b1	334	335	1	8	417	99	96		41.375
402	9	Fa5	F5	340	340	1	16	208	99	96		41.4375
403	9	Sol5	G5	349	349	1	16	208	95	96		41.5
404	9	Fa5	F5	340	340	1	16	208	99	96	lý 	41.5625
405	9	Mi5b5	E5b5	331	331	1	16	208	99	96		41.625
406	9	Mi5b5	E5b5	331	331	1	16	208	99	96		41.6875
407	9	Re5	D5	327	327	1	16	208	95	96		41.75
408	9	Re5	D5	327	327	1	4	833	95	96	yâr 	42
409	53			0	0	0	0	0	0	0		42
410	9	Do5	C5	318	318	1	8	417	95	96	be	42.125
411	9	Re5	D5	327	327	3	8	1250	95	96	ni 	42.5
412	9	Re5	D5	327	327	1	16	208	99	96	mec	42.5625
413	9	Mi5b5	E5b5	331	331	1	16	208	99	96		42.625
414	9	Do5	C5	318	318	1	8	417	95	96		42.75
415	8	La5	A5	358	358	0	0	0	95	96		42.75
416	9	Sol5	G5	349	349	1	4	833	95	96	nun_	43
417	9	Sol5	G5	349	349	1	8	417	95	96	e	43.125
418	9	Sol5	G5	349	349	1	16	208	99	96	der	43.1875
419	9	Fa5	F5	340	340	1	16	208	99	96		43.25
420	9	Mi5b5	E5b5	331	331	1	8	417	99	96		43.375
421	9	Fa5	F5	340	340	1	16	208	99	96		43.4375
422	9	Sol5	G5	349	349	1	16	208	95	96		43.5
423	9	Fa5	F5	340	340	1	16	208	99	96	sin  	43.5625
424	9	Mi5b5	E5b5	331	331	1	16	208	99	96		43.625
425	9	Mi5b5	E5b5	331	331	1	16	208	99	96		43.6875
426	9	Re5	D5	327	327	1	16	208	99	96		43.75
427	8	Fa5	F5	340	340	0	0	0	99	96		43.75
428	9	Mi5b5	E5b5	331	331	1	4	833	95	96		44
429	53			0	0	0	0	0	0	0		44
430	9	Do5	C5	318	318	1	8	417	95	96	be	44.125
431	9	Re5	D5	327	327	3	8	1250	95	96	ni 	44.5
432	9	Do5	C5	318	318	1	16	208	99	96	mec	44.5625
433	9	Si4b5	B4b5	309	309	1	16	208	99	96		44.625
434	9	La4	A4	305	305	1	16	208	99	96		44.6875
435	9	Sol4	G4	296	296	1	16	208	95	96		44.75
436	9	Fa5	F5	340	340	1	8	417	99	96	nun_	44.875
437	9	Mi5b5	E5b5	331	331	1	16	208	99	96		44.9375
438	9	Re5	D5	327	327	1	16	208	95	96		45
439	9	Sol5	G5	349	349	1	8	417	95	96	e	45.125
440	9	Sol5	G5	349	349	1	16	208	99	96	der	45.1875
441	9	Fa5	F5	340	340	1	16	208	99	96		45.25
442	9	Mi5b5	E5b5	331	331	1	8	417	99	96		45.375
443	9	Mi5b5	E5b5	331	331	1	16	208	99	96		45.4375
444	9	Re5	D5	327	327	1	16	208	95	96		45.5
